SOURCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RESPOSTAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;HIT AND MISS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RESULT;;;
Source;Response;data_class_smell;large_class_smell;lazy_class_smell;open_close_principle_violation;speculative_generality_smell;alternative_classes_with_different_interfaces_smell;interface_segregation_principle_violation;middle_man_smell;long_method_smell;long_parameter_list_smell;switch_statements_smell;comments_smell;data_clumps_smell;dead_code_smell;divergent_change_smell;primitive_obsession_smell;temporary_fields_smell;single_responsability_principle_violation;parallel_inheritance_hierarchies_smell;refused_bequest_smell;dependency_inversion_principle_violation;liskov_substitution_principle_violation;duplicate_code_smell;feature_envy_smell;inappropriate_intimacy_smell;message_chains_smell;shotgun_surgery_smell;demeter_law_violation;tell_dont_ask_principle_violation;LLM;data_class_smell;large_class_smell;lazy_class_smell;open_close_principle_violation;speculative_generality_smell;alternative_classes_with_different_interfaces_smell;interface_segregation_principle_violation;middle_man_smell;long_method_smell;long_parameter_list_smell;switch_statements_smell;comments_smell;data_clumps_smell;dead_code_smell;divergent_change_smell;primitive_obsession_smell;temporary_fields_smell;single_responsability_principle_violation;parallel_inheritance_hierarchies_smell;refused_bequest_smell;dependency_inversion_principle_violation;liskov_substitution_principle_violation;duplicate_code_smell;feature_envy_smell;inappropriate_intimacy_smell;message_chains_smell;shotgun_surgery_smell;demeter_law_violation;tell_dont_ask_principle_violation;data_class_smell;large_class_smell;lazy_class_smell;open_close_principle_violation;speculative_generality_smell;alternative_classes_with_different_interfaces_smell;interface_segregation_principle_violation;middle_man_smell;long_method_smell;long_parameter_list_smell;switch_statements_smell;comments_smell;data_clumps_smell;dead_code_smell;divergent_change_smell;primitive_obsession_smell;temporary_fields_smell;single_responsability_principle_violation;parallel_inheritance_hierarchies_smell;refused_bequest_smell;dependency_inversion_principle_violation;liskov_substitution_principle_violation;duplicate_code_smell;feature_envy_smell;inappropriate_intimacy_smell;message_chains_smell;shotgun_surgery_smell;demeter_law_violation;tell_dont_ask_principle_violation;TP;TN;FP;FN
71;293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;claude 3.7 sonnet;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TP;1;25;3;0
71;294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;gemini 2.0 flash;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;1;28;0;0
71;295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;gpt-4.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TP;1;27;1;0
71;443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;deepseek v3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;1;28;0;0
72;297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;claude 3.7 sonnet;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;1;27;1;0
72;298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;gemini 2.0 flash;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;1;28;0;0
72;299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;gpt-4.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TP;1;27;1;0
72;444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;deepseek v3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;1;28;0;0
73;301;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;TP;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;FP;TN;TP;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;FP;2;22;5;0
73;302;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;26;1;0
73;303;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;27;0;1
73;445;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;27;0;0
74;305;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;FP;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;25;2;0
74;306;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;2;25;2;0
74;307;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;27;0;1
74;446;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;27;0;0
75;309;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;27;0;0
75;310;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;26;1;0
75;311;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;27;0;1
75;447;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;27;0;1
76;313;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;1;0;1;FP;TN;TN;TP;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;FP;TN;TN;FP;TN;TN;FP;TN;TN;FP;FP;TN;FP;TN;FP;1;19;9;0
76;314;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;FP;TN;TN;TP;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;1;24;4;0
76;315;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;FP;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;1;24;4;0
76;448;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;1;26;2;0
77;317;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;TN;TN;FP;TP;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;FP;1;24;4;0
77;318;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;FP;1;25;3;0
77;319;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;FP;FP;1;24;4;0
77;449;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;1;26;2;0
78;321;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;FP;TN;TN;TP;TN;FP;TN;TN;TN;TN;FP;TN;TN;TN;FP;TN;TN;FP;TN;TN;FP;TN;TN;TN;TN;TN;TN;FP;FP;1;20;8;0
78;322;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;FP;TN;TN;TP;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;1;24;4;0
78;323;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;FP;TN;TN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;FP;0;25;3;1
78;450;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;27;1;0
79;325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;claude 3.7 sonnet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TP;TN;TN;TN;TN;TN;TN;TN;1;27;1;0
79;326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gemini 2.0 flash;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;1;28;0;0
79;327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gpt-4.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;1;28;0;0
79;451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;deepseek v3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TP;TN;TN;TN;TN;TN;TN;TN;1;27;1;0
80;329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;claude 3.7 sonnet;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;1;26;2;0
80;330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gemini 2.0 flash;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;1;26;2;0
80;331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gpt-4.1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;1;27;1;0
80;452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;deepseek v3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;1;28;0;0
81;333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;claude 3.7 sonnet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TP;TN;TN;TN;TN;TN;TN;TN;1;27;1;0
81;334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gemini 2.0 flash;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TP;TN;TN;TN;TN;TN;TN;TN;1;27;1;0
81;335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gpt-4.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;1;28;0;0
81;453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;deepseek v3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;1;28;0;0
82;337;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;FP;TN;FP;TN;TN;TN;TN;TN;TN;TN;1;25;3;0
82;338;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;1;27;1;0
82;339;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;FP;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;27;1;0
82;454;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;28;0;0
83;341;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;FP;TN;TN;TN;TN;TN;TN;TN;1;26;2;0
83;342;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;1;27;1;0
83;343;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;28;0;0
83;455;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;28;0;0
84;345;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;FP;TN;TN;TN;TN;TN;TN;TN;1;26;2;0
84;346;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;1;27;1;0
84;347;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;FP;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;27;1;0
84;456;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;28;0;0
85;349;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;claude 3.7 sonnet;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;TN;TN;TN;FP;TN;TN;TN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;1;26;1;1
